freq,am_item,indic_agr,unit,geo\TIME_PERIOD,year,value
A,AM010000,PRD_BP,MIO_EUR,IE,1973,
A,AM010000,PRD_BP,MIO_NAC,IE,1973,
A,AM010000,PRD_BP,MIO_PPS,IE,1973,
A,AM010000,PRD_PP,MIO_EUR,IE,1973,
A,AM010000,PRD_PP,MIO_NAC,IE,1973,
A,AM010000,PRD_PP,MIO_PPS,IE,1973,
A,AM010000,SUB,MIO_EUR,IE,1973,
A,AM010000,SUB,MIO_NAC,IE,1973,
A,AM010000,SUB,MIO_PPS,IE,1973,
A,AM010000,TAX,MIO_EUR,IE,1973,
A,AM010000,TAX,MIO_NAC,IE,1973,
A,AM010000,TAX,MIO_PPS,IE,1973,
A,AM011000,PRD_BP,MIO_EUR,IE,1973,
A,AM011000,PRD_BP,MIO_NAC,IE,1973,
A,AM011000,PRD_BP,MIO_PPS,IE,1973,
A,AM011000,PRD_PP,MIO_EUR,IE,1973,
A,AM011000,PRD_PP,MIO_NAC,IE,1973,
A,AM011000,PRD_PP,MIO_PPS,IE,1973,
A,AM011000,SUB,MIO_EUR,IE,1973,
A,AM011000,SUB,MIO_NAC,IE,1973,
A,AM011000,SUB,MIO_PPS,IE,1973,
A,AM011000,TAX,MIO_EUR,IE,1973,
A,AM011000,TAX,MIO_NAC,IE,1973,
A,AM011000,TAX,MIO_PPS,IE,1973,
A,AM011100,PRD_BP,MIO_EUR,IE,1973,
A,AM011100,PRD_BP,MIO_NAC,IE,1973,
A,AM011100,PRD_BP,MIO_PPS,IE,1973,
A,AM011100,PRD_PP,MIO_EUR,IE,1973,
A,AM011100,PRD_PP,MIO_NAC,IE,1973,
A,AM011100,PRD_PP,MIO_PPS,IE,1973,
A,AM011100,SUB,MIO_EUR,IE,1973,
A,AM011100,SUB,MIO_NAC,IE,1973,
A,AM011100,SUB,MIO_PPS,IE,1973,
A,AM011100,TAX,MIO_EUR,IE,1973,
A,AM011100,TAX,MIO_NAC,IE,1973,
A,AM011100,TAX,MIO_PPS,IE,1973,
A,AM011200,PRD_BP,MIO_EUR,IE,1973,
A,AM011200,PRD_BP,MIO_NAC,IE,1973,
A,AM011200,PRD_BP,MIO_PPS,IE,1973,
A,AM011200,PRD_PP,MIO_EUR,IE,1973,
A,AM011200,PRD_PP,MIO_NAC,IE,1973,
A,AM011200,PRD_PP,MIO_PPS,IE,1973,
A,AM011200,SUB,MIO_EUR,IE,1973,
A,AM011200,SUB,MIO_NAC,IE,1973,
A,AM011200,SUB,MIO_PPS,IE,1973,
A,AM011200,TAX,MIO_EUR,IE,1973,
A,AM011200,TAX,MIO_NAC,IE,1973,
A,AM011200,TAX,MIO_PPS,IE,1973,
A,AM012000,PRD_BP,MIO_EUR,IE,1973,
A,AM012000,PRD_BP,MIO_NAC,IE,1973,
A,AM012000,PRD_BP,MIO_PPS,IE,1973,
A,AM012000,PRD_PP,MIO_EUR,IE,1973,
A,AM012000,PRD_PP,MIO_NAC,IE,1973,
A,AM012000,PRD_PP,MIO_PPS,IE,1973,
A,AM012000,SUB,MIO_EUR,IE,1973,
A,AM012000,SUB,MIO_NAC,IE,1973,
A,AM012000,SUB,MIO_PPS,IE,1973,
A,AM012000,TAX,MIO_EUR,IE,1973,
A,AM012000,TAX,MIO_NAC,IE,1973,
A,AM012000,TAX,MIO_PPS,IE,1973,
A,AM013000,PRD_BP,MIO_EUR,IE,1973,
A,AM013000,PRD_BP,MIO_NAC,IE,1973,
A,AM013000,PRD_BP,MIO_PPS,IE,1973,
A,AM013000,PRD_PP,MIO_EUR,IE,1973,
A,AM013000,PRD_PP,MIO_NAC,IE,1973,
A,AM013000,PRD_PP,MIO_PPS,IE,1973,
A,AM013000,SUB,MIO_EUR,IE,1973,
A,AM013000,SUB,MIO_NAC,IE,1973,
A,AM013000,SUB,MIO_PPS,IE,1973,
A,AM013000,TAX,MIO_EUR,IE,1973,
A,AM013000,TAX,MIO_NAC,IE,1973,
A,AM013000,TAX,MIO_PPS,IE,1973,
A,AM014000,PRD_BP,MIO_EUR,IE,1973,
A,AM014000,PRD_BP,MIO_NAC,IE,1973,
A,AM014000,PRD_BP,MIO_PPS,IE,1973,
A,AM014000,PRD_PP,MIO_EUR,IE,1973,
A,AM014000,PRD_PP,MIO_NAC,IE,1973,
A,AM014000,PRD_PP,MIO_PPS,IE,1973,
A,AM014000,SUB,MIO_EUR,IE,1973,
A,AM014000,SUB,MIO_NAC,IE,1973,
A,AM014000,SUB,MIO_PPS,IE,1973,
A,AM014000,TAX,MIO_EUR,IE,1973,
A,AM014000,TAX,MIO_NAC,IE,1973,
A,AM014000,TAX,MIO_PPS,IE,1973,
A,AM015000,PRD_BP,MIO_EUR,IE,1973,
A,AM015000,PRD_BP,MIO_NAC,IE,1973,
A,AM015000,PRD_BP,MIO_PPS,IE,1973,
A,AM015000,PRD_PP,MIO_EUR,IE,1973,
A,AM015000,PRD_PP,MIO_NAC,IE,1973,
A,AM015000,PRD_PP,MIO_PPS,IE,1973,
A,AM015000,SUB,MIO_EUR,IE,1973,
A,AM015000,SUB,MIO_NAC,IE,1973,
A,AM015000,SUB,MIO_PPS,IE,1973,
A,AM015000,TAX,MIO_EUR,IE,1973,
A,AM015000,TAX,MIO_NAC,IE,1973,
A,AM015000,TAX,MIO_PPS,IE,1973,
A,AM016000,PRD_BP,MIO_EUR,IE,1973,
A,AM016000,PRD_BP,MIO_NAC,IE,1973,
A,AM016000,PRD_BP,MIO_PPS,IE,1973,
A,AM016000,PRD_PP,MIO_EUR,IE,1973,
A,AM016000,PRD_PP,MIO_NAC,IE,1973,
A,AM016000,PRD_PP,MIO_PPS,IE,1973,
A,AM016000,SUB,MIO_EUR,IE,1973,
A,AM016000,SUB,MIO_NAC,IE,1973,
A,AM016000,SUB,MIO_PPS,IE,1973,
A,AM016000,TAX,MIO_EUR,IE,1973,
A,AM016000,TAX,MIO_NAC,IE,1973,
A,AM016000,TAX,MIO_PPS,IE,1973,
A,AM019000,PRD_BP,MIO_EUR,IE,1973,
A,AM019000,PRD_BP,MIO_NAC,IE,1973,
A,AM019000,PRD_BP,MIO_PPS,IE,1973,
A,AM019000,PRD_PP,MIO_EUR,IE,1973,
A,AM019000,PRD_PP,MIO_NAC,IE,1973,
A,AM019000,PRD_PP,MIO_PPS,IE,1973,
A,AM019000,SUB,MIO_EUR,IE,1973,
A,AM019000,SUB,MIO_NAC,IE,1973,
A,AM019000,SUB,MIO_PPS,IE,1973,
A,AM019000,TAX,MIO_EUR,IE,1973,
A,AM019000,TAX,MIO_NAC,IE,1973,
A,AM019000,TAX,MIO_PPS,IE,1973,
A,AM020000,PRD_BP,MIO_EUR,IE,1973,
A,AM020000,PRD_BP,MIO_NAC,IE,1973,
A,AM020000,PRD_BP,MIO_PPS,IE,1973,
A,AM020000,PRD_PP,MIO_EUR,IE,1973,
A,AM020000,PRD_PP,MIO_NAC,IE,1973,
A,AM020000,PRD_PP,MIO_PPS,IE,1973,
A,AM020000,SUB,MIO_EUR,IE,1973,
A,AM020000,SUB,MIO_NAC,IE,1973,
A,AM020000,SUB,MIO_PPS,IE,1973,
A,AM020000,TAX,MIO_EUR,IE,1973,
A,AM020000,TAX,MIO_NAC,IE,1973,
A,AM020000,TAX,MIO_PPS,IE,1973,
A,AM021000,PRD_BP,MIO_EUR,IE,1973,
A,AM021000,PRD_BP,MIO_NAC,IE,1973,
A,AM021000,PRD_BP,MIO_PPS,IE,1973,
A,AM021000,PRD_PP,MIO_EUR,IE,1973,
A,AM021000,PRD_PP,MIO_NAC,IE,1973,
A,AM021000,PRD_PP,MIO_PPS,IE,1973,
A,AM021000,SUB,MIO_EUR,IE,1973,
A,AM021000,SUB,MIO_NAC,IE,1973,
A,AM021000,SUB,MIO_PPS,IE,1973,
A,AM021000,TAX,MIO_EUR,IE,1973,
A,AM021000,TAX,MIO_NAC,IE,1973,
A,AM021000,TAX,MIO_PPS,IE,1973,
A,AM021100,PRD_BP,MIO_EUR,IE,1973,
A,AM021100,PRD_BP,MIO_NAC,IE,1973,
A,AM021100,PRD_BP,MIO_PPS,IE,1973,
A,AM021100,PRD_PP,MIO_EUR,IE,1973,
A,AM021100,PRD_PP,MIO_NAC,IE,1973,
A,AM021100,PRD_PP,MIO_PPS,IE,1973,
A,AM021100,SUB,MIO_EUR,IE,1973,
A,AM021100,SUB,MIO_NAC,IE,1973,
A,AM021100,SUB,MIO_PPS,IE,1973,
A,AM021100,TAX,MIO_EUR,IE,1973,
A,AM021100,TAX,MIO_NAC,IE,1973,
A,AM021100,TAX,MIO_PPS,IE,1973,
A,AM021200,PRD_BP,MIO_EUR,IE,1973,
A,AM021200,PRD_BP,MIO_NAC,IE,1973,
A,AM021200,PRD_BP,MIO_PPS,IE,1973,
A,AM021200,PRD_PP,MIO_EUR,IE,1973,
A,AM021200,PRD_PP,MIO_NAC,IE,1973,
A,AM021200,PRD_PP,MIO_PPS,IE,1973,
A,AM021200,SUB,MIO_EUR,IE,1973,
A,AM021200,SUB,MIO_NAC,IE,1973,
A,AM021200,SUB,MIO_PPS,IE,1973,
A,AM021200,TAX,MIO_EUR,IE,1973,
A,AM021200,TAX,MIO_NAC,IE,1973,
A,AM021200,TAX,MIO_PPS,IE,1973,
A,AM021300,PRD_BP,MIO_EUR,IE,1973,
A,AM021300,PRD_BP,MIO_NAC,IE,1973,
A,AM021300,PRD_BP,MIO_PPS,IE,1973,
A,AM021300,PRD_PP,MIO_EUR,IE,1973,
A,AM021300,PRD_PP,MIO_NAC,IE,1973,
A,AM021300,PRD_PP,MIO_PPS,IE,1973,
A,AM021300,SUB,MIO_EUR,IE,1973,
A,AM021300,SUB,MIO_NAC,IE,1973,
A,AM021300,SUB,MIO_PPS,IE,1973,
A,AM021300,TAX,MIO_EUR,IE,1973,
A,AM021300,TAX,MIO_NAC,IE,1973,
A,AM021300,TAX,MIO_PPS,IE,1973,
A,AM021900,PRD_BP,MIO_EUR,IE,1973,
A,AM021900,PRD_BP,MIO_NAC,IE,1973,
A,AM021900,PRD_BP,MIO_PPS,IE,1973,
A,AM021900,PRD_PP,MIO_EUR,IE,1973,
A,AM021900,PRD_PP,MIO_NAC,IE,1973,
A,AM021900,PRD_PP,MIO_PPS,IE,1973,
A,AM021900,SUB,MIO_EUR,IE,1973,
A,AM021900,SUB,MIO_NAC,IE,1973,
A,AM021900,SUB,MIO_PPS,IE,1973,
A,AM021900,TAX,MIO_EUR,IE,1973,
A,AM021900,TAX,MIO_NAC,IE,1973,
A,AM021900,TAX,MIO_PPS,IE,1973,
A,AM022000,PRD_BP,MIO_EUR,IE,1973,
A,AM022000,PRD_BP,MIO_NAC,IE,1973,
A,AM022000,PRD_BP,MIO_PPS,IE,1973,
A,AM022000,PRD_PP,MIO_EUR,IE,1973,
A,AM022000,PRD_PP,MIO_NAC,IE,1973,
A,AM022000,PRD_PP,MIO_PPS,IE,1973,
A,AM022000,SUB,MIO_EUR,IE,1973,
A,AM022000,SUB,MIO_NAC,IE,1973,
A,AM022000,SUB,MIO_PPS,IE,1973,
A,AM022000,TAX,MIO_EUR,IE,1973,
A,AM022000,TAX,MIO_NAC,IE,1973,
A,AM022000,TAX,MIO_PPS,IE,1973,
A,AM023000,PRD_BP,MIO_EUR,IE,1973,
A,AM023000,PRD_BP,MIO_NAC,IE,1973,
A,AM023000,PRD_BP,MIO_PPS,IE,1973,
A,AM023000,PRD_PP,MIO_EUR,IE,1973,
A,AM023000,PRD_PP,MIO_NAC,IE,1973,
A,AM023000,PRD_PP,MIO_PPS,IE,1973,
A,AM023000,SUB,MIO_EUR,IE,1973,
A,AM023000,SUB,MIO_NAC,IE,1973,
A,AM023000,SUB,MIO_PPS,IE,1973,
A,AM023000,TAX,MIO_EUR,IE,1973,
A,AM023000,TAX,MIO_NAC,IE,1973,
A,AM023000,TAX,MIO_PPS,IE,1973,
A,AM024000,PRD_BP,MIO_EUR,IE,1973,
A,AM024000,PRD_BP,MIO_NAC,IE,1973,
A,AM024000,PRD_BP,MIO_PPS,IE,1973,
A,AM024000,PRD_PP,MIO_EUR,IE,1973,
A,AM024000,PRD_PP,MIO_NAC,IE,1973,
A,AM024000,PRD_PP,MIO_PPS,IE,1973,
A,AM024000,SUB,MIO_EUR,IE,1973,
A,AM024000,SUB,MIO_NAC,IE,1973,
A,AM024000,SUB,MIO_PPS,IE,1973,
A,AM024000,TAX,MIO_EUR,IE,1973,
A,AM024000,TAX,MIO_NAC,IE,1973,
A,AM024000,TAX,MIO_PPS,IE,1973,
A,AM029000,PRD_BP,MIO_EUR,IE,1973,
A,AM029000,PRD_BP,MIO_NAC,IE,1973,
A,AM029000,PRD_BP,MIO_PPS,IE,1973,
A,AM029000,PRD_PP,MIO_EUR,IE,1973,
A,AM029000,PRD_PP,MIO_NAC,IE,1973,
A,AM029000,PRD_PP,MIO_PPS,IE,1973,
A,AM029000,SUB,MIO_EUR,IE,1973,
A,AM029000,SUB,MIO_NAC,IE,1973,
A,AM029000,SUB,MIO_PPS,IE,1973,
A,AM029000,TAX,MIO_EUR,IE,1973,
A,AM029000,TAX,MIO_NAC,IE,1973,
A,AM029000,TAX,MIO_PPS,IE,1973,
A,AM029100,PRD_BP,MIO_EUR,IE,1973,
A,AM029100,PRD_BP,MIO_NAC,IE,1973,
A,AM029100,PRD_BP,MIO_PPS,IE,1973,
A,AM029100,PRD_PP,MIO_EUR,IE,1973,
A,AM029100,PRD_PP,MIO_NAC,IE,1973,
A,AM029100,PRD_PP,MIO_PPS,IE,1973,
A,AM029100,SUB,MIO_EUR,IE,1973,
A,AM029100,SUB,MIO_NAC,IE,1973,
A,AM029100,SUB,MIO_PPS,IE,1973,
A,AM029100,TAX,MIO_EUR,IE,1973,
A,AM029100,TAX,MIO_NAC,IE,1973,
A,AM029100,TAX,MIO_PPS,IE,1973,
A,AM029200,PRD_BP,MIO_EUR,IE,1973,
A,AM029200,PRD_BP,MIO_NAC,IE,1973,
A,AM029200,PRD_BP,MIO_PPS,IE,1973,
A,AM029200,PRD_PP,MIO_EUR,IE,1973,
A,AM029200,PRD_PP,MIO_NAC,IE,1973,
A,AM029200,PRD_PP,MIO_PPS,IE,1973,
A,AM029200,SUB,MIO_EUR,IE,1973,
A,AM029200,SUB,MIO_NAC,IE,1973,
A,AM029200,SUB,MIO_PPS,IE,1973,
A,AM029200,TAX,MIO_EUR,IE,1973,
A,AM029200,TAX,MIO_NAC,IE,1973,
A,AM029200,TAX,MIO_PPS,IE,1973,
A,AM029900,PRD_BP,MIO_EUR,IE,1973,
A,AM029900,PRD_BP,MIO_NAC,IE,1973,
A,AM029900,PRD_BP,MIO_PPS,IE,1973,
A,AM029900,PRD_PP,MIO_EUR,IE,1973,
A,AM029900,PRD_PP,MIO_NAC,IE,1973,
A,AM029900,PRD_PP,MIO_PPS,IE,1973,
A,AM029900,SUB,MIO_EUR,IE,1973,
A,AM029900,SUB,MIO_NAC,IE,1973,
A,AM029900,SUB,MIO_PPS,IE,1973,
A,AM029900,TAX,MIO_EUR,IE,1973,
A,AM029900,TAX,MIO_NAC,IE,1973,
A,AM029900,TAX,MIO_PPS,IE,1973,
A,AM030000,PRD_BP,MIO_EUR,IE,1973,
A,AM030000,PRD_BP,MIO_NAC,IE,1973,
A,AM030000,PRD_BP,MIO_PPS,IE,1973,
A,AM030000,PRD_PP,MIO_EUR,IE,1973,
A,AM030000,PRD_PP,MIO_NAC,IE,1973,
A,AM030000,PRD_PP,MIO_PPS,IE,1973,
A,AM030000,SUB,MIO_EUR,IE,1973,
A,AM030000,SUB,MIO_NAC,IE,1973,
A,AM030000,SUB,MIO_PPS,IE,1973,
A,AM030000,TAX,MIO_EUR,IE,1973,
A,AM030000,TAX,MIO_NAC,IE,1973,
A,AM030000,TAX,MIO_PPS,IE,1973,
A,AM032000,PRD_BP,MIO_EUR,IE,1973,
A,AM032000,PRD_BP,MIO_NAC,IE,1973,
A,AM032000,PRD_BP,MIO_PPS,IE,1973,
A,AM032000,PRD_PP,MIO_EUR,IE,1973,
A,AM032000,PRD_PP,MIO_NAC,IE,1973,
A,AM032000,PRD_PP,MIO_PPS,IE,1973,
A,AM032000,SUB,MIO_EUR,IE,1973,
A,AM032000,SUB,MIO_NAC,IE,1973,
A,AM032000,SUB,MIO_PPS,IE,1973,
A,AM032000,TAX,MIO_EUR,IE,1973,
A,AM032000,TAX,MIO_NAC,IE,1973,
A,AM032000,TAX,MIO_PPS,IE,1973,
A,AM033000,PRD_BP,MIO_EUR,IE,1973,
A,AM033000,PRD_BP,MIO_NAC,IE,1973,
A,AM033000,PRD_BP,MIO_PPS,IE,1973,
A,AM033000,PRD_PP,MIO_EUR,IE,1973,
A,AM033000,PRD_PP,MIO_NAC,IE,1973,
A,AM033000,PRD_PP,MIO_PPS,IE,1973,
A,AM033000,SUB,MIO_EUR,IE,1973,
A,AM033000,SUB,MIO_NAC,IE,1973,
A,AM033000,SUB,MIO_PPS,IE,1973,
A,AM033000,TAX,MIO_EUR,IE,1973,
A,AM033000,TAX,MIO_NAC,IE,1973,
A,AM033000,TAX,MIO_PPS,IE,1973,
A,AM039000,PRD_BP,MIO_EUR,IE,1973,
A,AM039000,PRD_BP,MIO_NAC,IE,1973,
A,AM039000,PRD_BP,MIO_PPS,IE,1973,
A,AM039000,PRD_PP,MIO_EUR,IE,1973,
A,AM039000,PRD_PP,MIO_NAC,IE,1973,
A,AM039000,PRD_PP,MIO_PPS,IE,1973,
A,AM039000,SUB,MIO_EUR,IE,1973,
A,AM039000,SUB,MIO_NAC,IE,1973,
A,AM039000,SUB,MIO_PPS,IE,1973,
A,AM039000,TAX,MIO_EUR,IE,1973,
A,AM039000,TAX,MIO_NAC,IE,1973,
A,AM039000,TAX,MIO_PPS,IE,1973,
A,AM040000,PRD_BP,MIO_EUR,IE,1973,
A,AM040000,PRD_BP,MIO_NAC,IE,1973,
A,AM040000,PRD_BP,MIO_PPS,IE,1973,
A,AM040000,PRD_PP,MIO_EUR,IE,1973,
A,AM040000,PRD_PP,MIO_NAC,IE,1973,
A,AM040000,PRD_PP,MIO_PPS,IE,1973,
A,AM040000,SUB,MIO_EUR,IE,1973,
A,AM040000,SUB,MIO_NAC,IE,1973,
A,AM040000,SUB,MIO_PPS,IE,1973,
A,AM040000,TAX,MIO_EUR,IE,1973,
A,AM040000,TAX,MIO_NAC,IE,1973,
A,AM040000,TAX,MIO_PPS,IE,1973,
A,AM041000,PRD_BP,MIO_EUR,IE,1973,
A,AM041000,PRD_BP,MIO_NAC,IE,1973,
A,AM041000,PRD_BP,MIO_PPS,IE,1973,
A,AM041000,PRD_PP,MIO_EUR,IE,1973,
A,AM041000,PRD_PP,MIO_NAC,IE,1973,
A,AM041000,PRD_PP,MIO_PPS,IE,1973,
A,AM041000,SUB,MIO_EUR,IE,1973,
A,AM041000,SUB,MIO_NAC,IE,1973,
A,AM041000,SUB,MIO_PPS,IE,1973,
A,AM041000,TAX,MIO_EUR,IE,1973,
A,AM041000,TAX,MIO_NAC,IE,1973,
A,AM041000,TAX,MIO_PPS,IE,1973,
A,AM041100,PRD_BP,MIO_EUR,IE,1973,
A,AM041100,PRD_BP,MIO_NAC,IE,1973,
A,AM041100,PRD_BP,MIO_PPS,IE,1973,
A,AM041100,PRD_PP,MIO_EUR,IE,1973,
A,AM041100,PRD_PP,MIO_NAC,IE,1973,
A,AM041100,PRD_PP,MIO_PPS,IE,1973,
A,AM041100,SUB,MIO_EUR,IE,1973,
A,AM041100,SUB,MIO_NAC,IE,1973,
A,AM041100,SUB,MIO_PPS,IE,1973,
A,AM041100,TAX,MIO_EUR,IE,1973,
A,AM041100,TAX,MIO_NAC,IE,1973,
A,AM041100,TAX,MIO_PPS,IE,1973,
A,AM041200,PRD_BP,MIO_EUR,IE,1973,
A,AM041200,PRD_BP,MIO_NAC,IE,1973,
A,AM041200,PRD_BP,MIO_PPS,IE,1973,
A,AM041200,PRD_PP,MIO_EUR,IE,1973,
A,AM041200,PRD_PP,MIO_NAC,IE,1973,
A,AM041200,PRD_PP,MIO_PPS,IE,1973,
A,AM041200,SUB,MIO_EUR,IE,1973,
A,AM041200,SUB,MIO_NAC,IE,1973,
A,AM041200,SUB,MIO_PPS,IE,1973,
A,AM041200,TAX,MIO_EUR,IE,1973,
A,AM041200,TAX,MIO_NAC,IE,1973,
A,AM041200,TAX,MIO_PPS,IE,1973,
A,AM041900,PRD_BP,MIO_EUR,IE,1973,
A,AM041900,PRD_BP,MIO_NAC,IE,1973,
A,AM041900,PRD_BP,MIO_PPS,IE,1973,
A,AM041900,PRD_PP,MIO_EUR,IE,1973,
A,AM041900,PRD_PP,MIO_NAC,IE,1973,
A,AM041900,PRD_PP,MIO_PPS,IE,1973,
A,AM041900,SUB,MIO_EUR,IE,1973,
A,AM041900,SUB,MIO_NAC,IE,1973,
A,AM041900,SUB,MIO_PPS,IE,1973,
A,AM041900,TAX,MIO_EUR,IE,1973,
A,AM041900,TAX,MIO_NAC,IE,1973,
A,AM041900,TAX,MIO_PPS,IE,1973,
A,AM042000,PRD_BP,MIO_EUR,IE,1973,
A,AM042000,PRD_BP,MIO_NAC,IE,1973,
A,AM042000,PRD_BP,MIO_PPS,IE,1973,
A,AM042000,PRD_PP,MIO_EUR,IE,1973,
A,AM042000,PRD_PP,MIO_NAC,IE,1973,
A,AM042000,PRD_PP,MIO_PPS,IE,1973,
A,AM042000,SUB,MIO_EUR,IE,1973,
A,AM042000,SUB,MIO_NAC,IE,1973,
A,AM042000,SUB,MIO_PPS,IE,1973,
A,AM042000,TAX,MIO_EUR,IE,1973,
A,AM042000,TAX,MIO_NAC,IE,1973,
A,AM042000,TAX,MIO_PPS,IE,1973,
A,AM042100,PRD_BP,MIO_EUR,IE,1973,
A,AM042100,PRD_BP,MIO_NAC,IE,1973,
A,AM042100,PRD_BP,MIO_PPS,IE,1973,
A,AM042100,PRD_PP,MIO_EUR,IE,1973,
A,AM042100,PRD_PP,MIO_NAC,IE,1973,
A,AM042100,PRD_PP,MIO_PPS,IE,1973,
A,AM042100,SUB,MIO_EUR,IE,1973,
A,AM042100,SUB,MIO_NAC,IE,1973,
A,AM042100,SUB,MIO_PPS,IE,1973,
A,AM042100,TAX,MIO_EUR,IE,1973,
A,AM042100,TAX,MIO_NAC,IE,1973,
A,AM042100,TAX,MIO_PPS,IE,1973,
A,AM042200,PRD_BP,MIO_EUR,IE,1973,
A,AM042200,PRD_BP,MIO_NAC,IE,1973,
A,AM042200,PRD_BP,MIO_PPS,IE,1973,
A,AM042200,PRD_PP,MIO_EUR,IE,1973,
A,AM042200,PRD_PP,MIO_NAC,IE,1973,
A,AM042200,PRD_PP,MIO_PPS,IE,1973,
A,AM042200,SUB,MIO_EUR,IE,1973,
A,AM042200,SUB,MIO_NAC,IE,1973,
A,AM042200,SUB,MIO_PPS,IE,1973,
A,AM042200,TAX,MIO_EUR,IE,1973,
A,AM042200,TAX,MIO_NAC,IE,1973,
A,AM042200,TAX,MIO_PPS,IE,1973,
A,AM042300,PRD_BP,MIO_EUR,IE,1973,
A,AM042300,PRD_BP,MIO_NAC,IE,1973,
A,AM042300,PRD_BP,MIO_PPS,IE,1973,
A,AM042300,PRD_PP,MIO_EUR,IE,1973,
A,AM042300,PRD_PP,MIO_NAC,IE,1973,
A,AM042300,PRD_PP,MIO_PPS,IE,1973,
A,AM042300,SUB,MIO_EUR,IE,1973,
A,AM042300,SUB,MIO_NAC,IE,1973,
A,AM042300,SUB,MIO_PPS,IE,1973,
A,AM042300,TAX,MIO_EUR,IE,1973,
A,AM042300,TAX,MIO_NAC,IE,1973,
A,AM042300,TAX,MIO_PPS,IE,1973,
A,AM050000,PRD_BP,MIO_EUR,IE,1973,
A,AM050000,PRD_BP,MIO_NAC,IE,1973,
A,AM050000,PRD_BP,MIO_PPS,IE,1973,
A,AM050000,PRD_PP,MIO_EUR,IE,1973,
A,AM050000,PRD_PP,MIO_NAC,IE,1973,
A,AM050000,PRD_PP,MIO_PPS,IE,1973,
A,AM050000,SUB,MIO_EUR,IE,1973,
A,AM050000,SUB,MIO_NAC,IE,1973,
A,AM050000,SUB,MIO_PPS,IE,1973,
A,AM050000,TAX,MIO_EUR,IE,1973,
A,AM050000,TAX,MIO_NAC,IE,1973,
A,AM050000,TAX,MIO_PPS,IE,1973,
A,AM060000,PRD_BP,MIO_EUR,IE,1973,
A,AM060000,PRD_BP,MIO_NAC,IE,1973,
A,AM060000,PRD_BP,MIO_PPS,IE,1973,
A,AM060000,PRD_PP,MIO_EUR,IE,1973,
A,AM060000,PRD_PP,MIO_NAC,IE,1973,
A,AM060000,PRD_PP,MIO_PPS,IE,1973,
A,AM060000,SUB,MIO_EUR,IE,1973,
A,AM060000,SUB,MIO_NAC,IE,1973,
A,AM060000,SUB,MIO_PPS,IE,1973,
A,AM060000,TAX,MIO_EUR,IE,1973,
A,AM060000,TAX,MIO_NAC,IE,1973,
A,AM060000,TAX,MIO_PPS,IE,1973,
A,AM061000,PRD_BP,MIO_EUR,IE,1973,
A,AM061000,PRD_BP,MIO_NAC,IE,1973,
A,AM061000,PRD_BP,MIO_PPS,IE,1973,
A,AM061000,PRD_PP,MIO_EUR,IE,1973,
A,AM061000,PRD_PP,MIO_NAC,IE,1973,
A,AM061000,PRD_PP,MIO_PPS,IE,1973,
A,AM061000,SUB,MIO_EUR,IE,1973,
A,AM061000,SUB,MIO_NAC,IE,1973,
A,AM061000,SUB,MIO_PPS,IE,1973,
A,AM061000,TAX,MIO_EUR,IE,1973,
A,AM061000,TAX,MIO_NAC,IE,1973,
A,AM061000,TAX,MIO_PPS,IE,1973,
A,AM061100,PRD_BP,MIO_EUR,IE,1973,
A,AM061100,PRD_BP,MIO_NAC,IE,1973,
A,AM061100,PRD_BP,MIO_PPS,IE,1973,
A,AM061100,PRD_PP,MIO_EUR,IE,1973,
A,AM061100,PRD_PP,MIO_NAC,IE,1973,
A,AM061100,PRD_PP,MIO_PPS,IE,1973,
A,AM061100,SUB,MIO_EUR,IE,1973,
A,AM061100,SUB,MIO_NAC,IE,1973,
A,AM061100,SUB,MIO_PPS,IE,1973,
A,AM061100,TAX,MIO_EUR,IE,1973,
A,AM061100,TAX,MIO_NAC,IE,1973,
A,AM061100,TAX,MIO_PPS,IE,1973,
A,AM061200,PRD_BP,MIO_EUR,IE,1973,
A,AM061200,PRD_BP,MIO_NAC,IE,1973,
A,AM061200,PRD_BP,MIO_PPS,IE,1973,
A,AM061200,PRD_PP,MIO_EUR,IE,1973,
A,AM061200,PRD_PP,MIO_NAC,IE,1973,
A,AM061200,PRD_PP,MIO_PPS,IE,1973,
A,AM061200,SUB,MIO_EUR,IE,1973,
A,AM061200,SUB,MIO_NAC,IE,1973,
A,AM061200,SUB,MIO_PPS,IE,1973,
A,AM061200,TAX,MIO_EUR,IE,1973,
A,AM061200,TAX,MIO_NAC,IE,1973,
A,AM061200,TAX,MIO_PPS,IE,1973,
A,AM061300,PRD_BP,MIO_EUR,IE,1973,
A,AM061300,PRD_BP,MIO_NAC,IE,1973,
A,AM061300,PRD_BP,MIO_PPS,IE,1973,
A,AM061300,PRD_PP,MIO_EUR,IE,1973,
A,AM061300,PRD_PP,MIO_NAC,IE,1973,
A,AM061300,PRD_PP,MIO_PPS,IE,1973,
A,AM061300,SUB,MIO_EUR,IE,1973,
A,AM061300,SUB,MIO_NAC,IE,1973,
A,AM061300,SUB,MIO_PPS,IE,1973,
A,AM061300,TAX,MIO_EUR,IE,1973,
A,AM061300,TAX,MIO_NAC,IE,1973,
A,AM061300,TAX,MIO_PPS,IE,1973,
A,AM061900,PRD_BP,MIO_EUR,IE,1973,
A,AM061900,PRD_BP,MIO_NAC,IE,1973,
A,AM061900,PRD_BP,MIO_PPS,IE,1973,
